iter	RMSE
495	1.046712956
496	1.04464326
497	1.042042269
498	1.039750842
499	1.037539735
500	1.035249476
501	1.033217397
502	1.030973107
503	1.028299916
504	1.026805262
505	1.023942256
506	1.022111241
507	1.021717801
508	1.019850872
509	1.017634684
510	1.016186562
511	1.014620881
512	1.012186647
513	1.011040199
514	1.009923544
515	1.005839755
516	1.003404144
517	1.002349446
518	1.001363292
519	0.9995026662
520	0.9962621935
521	0.994102652
522	0.9917228982
523	0.9889283993
524	0.9861549852
525	0.9829212248
526	0.9805249367
527	0.9779854319
528	0.9771664259
529	0.9743194546
530	0.9721745389
531	0.9709612587
532	0.9687953877
533	0.966114138
534	0.964107901
535	0.9625348362
536	0.9612987316
537	0.9589419534
538	0.9576356179
539	0.9564919997
540	0.9548290816
541	0.9525450706
542	0.9519945465
543	0.9503687678
544	0.9489310846
545	0.9476035703
546	0.9474293031
547	0.9461482157
548	0.9440570378
549	0.943271394
550	0.9409817709
551	0.940137512
552	0.939201553
553	0.9372604123
554	0.9354296655
555	0.9346644823
556	0.9325326002
557	0.9316554824
558	0.9303873799
559	0.9284713407
560	0.9261796181
561	0.9239028812
562	0.9215378983
563	0.9193413151
564	0.9179363835
565	0.9156992504
566	0.9136231318
567	0.9113933705
568	0.9104128714
569	0.9089790908
570	0.9069740307
571	0.9044974137
572	0.9025014123
573	0.9006229562
574	0.8983364999
575	0.8974094457
576	0.8956143101
577	0.8929538519
578	0.8915268007
579	0.8900393279
580	0.8892870707
581	0.8869732619
582	0.8861864377
583	0.8851855284
584	0.8832269452
585	0.8817113753
586	0.8806172936
587	0.8793089255
588	0.8782654772
589	0.8758325123
590	0.8748730654
591	0.8729404748
592	0.8717996374
593	0.8698118035
594	0.8679759537
595	0.8654873435
596	0.8641623468
597	0.863374192
598	0.8615070764
599	0.8600733905
600	0.8590856656
601	0.8571488609
602	0.8556535294
603	0.8526142174
604	0.8519757896
605	0.8491878421
606	0.8478907932
607	0.8463175909
608	0.8441532547
609	0.8431794936
610	0.8407520618
611	0.8390310679
612	0.8372553751
613	0.8356939723
614	0.8333391976
615	0.8317283396
616	0.8300985362
617	0.8279815727
618	0.8261919709
619	0.8249761345
620	0.8244384623
621	0.8225836995
622	0.8206263424
623	0.8200099555
624	0.8187998064
625	0.8169224389
626	0.8158731057
627	0.8140260278
628	0.8131538785
629	0.8114936182
630	0.8095458598
631	0.8089177037
632	0.8071337972
633	0.805630376
634	0.8047939616
635	0.8029753505
636	0.8021448797
637	0.801594955
638	0.8008131159
639	0.799299878
640	0.7974406081
641	0.7954545867
642	0.7935092144
643	0.7927079149
644	0.7918488356
645	0.7898362087
646	0.7886385238
647	0.7869742201
648	0.7863642136
649	0.7849605818
650	0.7838500594
651	0.782427678
652	0.7815877878
653	0.779461642
654	0.777916349
655	0.7772550329
656	0.7761082003
657	0.7747791297
658	0.7734995366
659	0.7716760708
660	0.7711266859
661	0.7698186158
662	0.7684328692
663	0.7661788981
664	0.765110973
665	0.7645815418
666	0.7634464004
667	0.761896968
668	0.7603512511
669	0.7593871159
670	0.7575186994
671	0.7565891725
672	0.7560577517
673	0.7549603767
674	0.7536504889
675	0.7525587854
676	0.7512956654
677	0.7497721933
678	0.7481581575
679	0.7471772151
680	0.7450368061
681	0.7433877454
682	0.7417926512
683	0.740954136
684	0.7396185137
685	0.73840021
686	0.7370269385
687	0.7358353051
688	0.7344947697
689	0.7332047765
690	0.7324453802
691	0.7314939569
692	0.7302707792
693	0.7297748653
694	0.7281766039
695	0.7263768727
696	0.7257016022
697	0.7250643168
698	0.7234201555
699	0.7225199052
700	0.7204524705
701	0.7186231709
702	0.7177957502
703	0.7172311265
704	0.7162537138
705	0.7150753243
706	0.7144362095
707	0.7139653309
708	0.7123010263
709	0.7106968947
710	0.7097444648
711	0.7087037605
712	0.707562487
713	0.7059598175
714	0.704424781
715	0.7032614017
716	0.7022872094
717	0.7010444174
718	0.7003617789
719	0.698721892
720	0.6969854151
721	0.6957765203
722	0.6950241671
723	0.693412356
724	0.6919883224
725	0.6904712023
726	0.6895936039
727	0.6876871729
728	0.6863163172
729	0.6853993838
730	0.6838209703
731	0.6826979728
732	0.681906107
733	0.6809314553
734	0.6799333511
735	0.6786489192
736	0.6774928275
737	0.6763305161
738	0.6753681503
739	0.6740075138
740	0.673240212
741	0.6722060147
742	0.6715876279
743	0.6701384634
744	0.6688331455
745	0.6674642702
746	0.6651116518
747	0.663919755
748	0.6622209239
749	0.6608132207
750	0.6592382191
751	0.6580995191
752	0.6571779369
753	0.654966233
754	0.6534833337
755	0.6522824964
756	0.6513672846
757	0.6503955384
758	0.6490574138
759	0.6477946036
760	0.6467858848
761	0.6455979393
762	0.644506012
763	0.6437368757
764	0.6423454268
765	0.6417001063
766	0.6405572965
767	0.6394777422
768	0.6378945209
769	0.6375051817
770	0.6367534548
771	0.6358168572
772	0.6346457073
773	0.6334473548
774	0.6318724168
775	0.6302974746
776	0.6288682935
777	0.6279921981
778	0.6275621943
779	0.6263797631
780	0.6254726402
781	0.6250708178
782	0.6247213369
783	0.6233922825
784	0.6222419301
785	0.620891902
786	0.6194063493
787	0.6175150276
788	0.616844064
789	0.6157560188
790	0.6151747119
791	0.6147427026
792	0.6141879818
793	0.6136231068
794	0.6131671139
795	0.6120762352
796	0.610870343
797	0.6100874091
798	0.6089081665
799	0.6071558555
800	0.6058949433
801	0.6049862904
802	0.6035472355
803	0.6033961653
804	0.6023441107
805	0.6012764432
806	0.6006745676
807	0.5993946218
808	0.598491075
809	0.5976294294
810	0.5970962613
811	0.5955302101
812	0.5950774884
813	0.5943073768
814	0.5937939648
815	0.59261885
816	0.592098393
817	0.5910576181
818	0.5899410157
819	0.5887925721
820	0.5880738497
821	0.5868323554
822	0.5856405155
823	0.5840106556
824	0.5833414517
825	0.58212596
826	0.581641291
827	0.580976123
828	0.5800008337
829	0.5793018016
830	0.5780661229
831	0.5777598776
832	0.576860205
833	0.5763173159
834	0.5758564299
835	0.5746906053
836	0.5733467624
837	0.5717632253
838	0.5704843478
839	0.5695320968
840	0.5689369421
841	0.5675102081
842	0.5669740577
843	0.5659603875
844	0.5645435587
845	0.5638701445
846	0.5636030734
847	0.5618298908
848	0.5608025056
849	0.5604909146
850	0.5594960382
851	0.5591196424
852	0.5580880675
853	0.5576234695
854	0.5567059336
855	0.5552662675
856	0.5547702925
857	0.5535517349
858	0.5534852981
859	0.5522418767
860	0.5509655335
861	0.5507147614
862	0.5496128499
863	0.5492054269
864	0.5482427902
865	0.5476541565
866	0.5468941635
867	0.5460548965
868	0.5450724586
869	0.5440128182
870	0.5436239483
871	0.542874071
872	0.5423425232
873	0.5415737714
874	0.5414525332
875	0.5404534934
876	0.5398804804
877	0.53876299
878	0.5380916008
879	0.5371254703
880	0.5359173138
881	0.5349603265
882	0.5338401424
883	0.5325754149
884	0.5310479762
885	0.5302654839
886	0.5290025866
887	0.5280655837
888	0.5269482752
889	0.5266577993
890	0.526593028
891	0.5259279513
892	0.5247894369
893	0.5237779418
894	0.523175579
895	0.5218724524
896	0.5208377295
897	0.5202444782
898	0.5197715318
899	0.5180888152
900	0.5179989539
901	0.5176177261
902	0.5173032928
903	0.5167028189
904	0.5165457001
905	0.5160325985
906	0.5149199067
907	0.5142619732
908	0.5133266765
909	0.5129793229
910	0.5119812049
911	0.5113199482
912	0.5106138743
913	0.5102709721
914	0.5097644218
915	0.5088828611
916	0.5078169555
917	0.5072835159
918	0.5072181557
919	0.5069714867
920	0.5056673672
921	0.5049599011
922	0.5038245467
923	0.5026909774
924	0.501632475
925	0.5007876463
926	0.5004991857
927	0.4999006747
928	0.4993417256
929	0.4984077719
930	0.4973436827
931	0.4965269295
932	0.4964792696
933	0.4956443172
934	0.4949664045
935	0.4937828646
936	0.4926216224
937	0.4917094293
938	0.4909466867
939	0.4906337283
940	0.4905693338
941	0.4904250773
942	0.4903602774
943	0.4898789655
944	0.4887975138
945	0.4880853095
946	0.4877166829
947	0.4872532592
948	0.4859055
949	0.4855829318
950	0.4846376041
951	0.4838234183
952	0.483389558
953	0.4827565677
954	0.4819216776
955	0.4818214301
956	0.4812659742
957	0.4801207122
958	0.4796790947
959	0.4793240994
960	0.4782185356
961	0.47745319
962	0.4766739054
963	0.476086339
964	0.4755650461
965	0.474591395
966	0.4739409252
967	0.4731888169
968	0.472766272
969	0.4720789369
970	0.4706861449
971	0.4697921671
972	0.4692200151
973	0.4682922444
974	0.4674666635
975	0.4663598143
976	0.4662790257
977	0.4659166414
978	0.4652176666
979	0.4644117345
980	0.4638901682
981	0.4626899942
982	0.4621047793
983	0.460935005
984	0.4601319388
985	0.4594613203
986	0.4585765533
987	0.4581827829
988	0.4569145276
989	0.4565874125
990	0.4559240434
991	0.4552205794
992	0.4541371064
993	0.453726645
994	0.4528694192
995	0.4525152603
996	0.4520834479
997	0.4516651779
998	0.4506486632
999	0.4500193805
